Disease Name,Cases,Location Name,Country Code,Region Type,Lattitude,Longitude,Region Boundary,TimeStampStart,TimeStampEnd,Source File
Chickenpox,4,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Meningitis,7,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leishmaniasis,10,Kurunegala,LKA,city,7.48886,80.36227,"{'west': 80.32385, 'south': 7.4446, 'east': 80.38056, 'north': 7.50899}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dengue Fever,5,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dysentery,1,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Encephalitis,0,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Enteric Fever,0,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Food Poisoning,0,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leptospirosis,5,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Typhus Fever,0,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Viral Hepatitis,0,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Human Rabies,0,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Chickenpox,2,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Meningitis,2,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leishmaniasis,0,Puttalam,LKA,city,8.02739,79.83554,"{'west': 79.82815, 'south': 8.01447, 'east': 79.84264, 'north': 8.03154}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dengue Fever,7,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dysentery,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Encephalitis,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Enteric Fever,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Food Poisoning,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leptospirosis,5,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Typhus Fever,1,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Viral Hepatitis,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Human Rabies,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Chickenpox,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Meningitis,0,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leishmaniasis,26,Anuradhapur,LKA,city,8.33021,80.40849,"{'west': 80.39065, 'south': 8.29558, 'east': 80.44005, 'north': 8.35545}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dengue Fever,3,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dysentery,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Encephalitis,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Enteric Fever,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Food Poisoning,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leptospirosis,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Typhus Fever,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Viral Hepatitis,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Human Rabies,0,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Chickenpox,2,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Meningitis,1,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leishmaniasis,1,Polonnaruwa,LKA,city,7.9422,81.00787,"{'west': 81.00026, 'south': 7.93408, 'east': 81.02119, 'north': 7.94702}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dengue Fever,25,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dysentery,1,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Encephalitis,0,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Enteric Fever,0,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Food Poisoning,0,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leptospirosis,12,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Typhus Fever,2,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Viral Hepatitis,0,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Human Rabies,0,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Chickenpox,12,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Meningitis,2,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leishmaniasis,1,Badulla,LKA,city,6.99091,81.05319,"{'west': 81.04221, 'south': 6.97368, 'east': 81.06696, 'north': 7.01298}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dengue Fever,9,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dysentery,1,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Encephalitis,0,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Enteric Fever,0,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Food Poisoning,0,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leptospirosis,10,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Typhus Fever,1,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Viral Hepatitis,0,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Human Rabies,0,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Chickenpox,1,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Meningitis,3,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leishmaniasis,8,Monaragala,LKA,city,6.87401,81.34969,"{'west': 81.34164, 'south': 6.86256, 'east': 81.35986, 'north': 6.88672}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dengue Fever,24,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dysentery,3,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Encephalitis,0,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Enteric Fever,0,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Food Poisoning,16,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leptospirosis,30,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Typhus Fever,0,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Viral Hepatitis,0,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Human Rabies,0,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Chickenpox,6,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Meningitis,0,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leishmaniasis,8,Ratnapura,LKA,city,6.67685,80.40504,"{'west': 80.39185, 'south': 6.67436, 'east': 80.41107, 'north': 6.6896}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dengue Fever,24,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dysentery,3,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Encephalitis,0,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Enteric Fever,0,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Food Poisoning,0,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leptospirosis,11,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Typhus Fever,0,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Viral Hepatitis,0,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Human Rabies,0,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Chickenpox,7,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Meningitis,4,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leishmaniasis,1,Kegalle,LKA,city,7.24909,80.35499,"{'west': 80.34374, 'south': 7.24466, 'east': 80.36349, 'north': 7.25467}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dengue Fever,6,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Dysentery,1,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Encephalitis,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Enteric Fever,0,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Food Poisoning,1,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
Leptospirosis,2,Kalmune,LKA,city,7.42081,81.82038,"{'west': 81.79167, 'south': 7.39353, 'east': 81.8445, 'north': 7.45169}",30-Aug-2023 00:00:00,06-Sep-2023 00:00:00,Data/Sri Lanka Weekly Reports/en_658bfc0e47143_Vol_50_no_41-english.pdf
